UserID,FavoriteGenres,WatchedMovies,EvaluationMoviesTheyWillLike,AvgDescriptionReadTimeSeconds,ProfileType
U011,Drama,Prayers for the Stolen | Barney & Friends | FRED 3: Camp Fred | Dead to Me | Things Heard & Seen | Mosquita y Mari | The Last Days | The Lonely Island Presents: The Unauthorized Bash Brothers Experience | Ibiza | Ginny & Georgia - The Afterparty | The Garfield Show | Jingle Jangle: A Christmas Journey | Penguins of Madagascar | Kevin Hart: What Now? | The Strangers: Prey at Night | The Book of Henry | LEGO Marvel Super Heroes: Avengers Reassembled! | Turbo FAST | Outlaw King | Period. End of Sentence.,BoJack Horseman | Bridgerton | LOL Surprise: The Movie | Love Is Blind,38,Fantasy/Adventure
U012,"Sci-Fi, Thriller",Gattaca | Felipe Esparza: Bad Decisions | Cedric the Entertainer: Live from the Ville | Firefly Lane | Free Rein: The Twelve Neighs of Christmas | Fear Street: 1666 | A Week Away | Stretch Armstrong: The Breakout | Endless Love | Amy Schumer: Growing | Apostle | Jim Norton: Mouthful of Shame | Monster High: Electrified | 4K Fireplace | Dave Chappelle: The Closer | Debt Collectors | Copenhagen | Tidying Up with Marie Kondo | The Crown | LEGO Marvel Spider-Man: Vexed by Venom,Johnny Mnemonic | World's Most Wanted | Ask the Storybots | Sturgill Simpson Presents Sound & Fury,22,Sci-Fi/Thriller
U013,"Action, Crime, Thriller","Hail, Caesar! | Dave Chappelle | Arlo the Alligator Boy | The Borgias | Inception | Special | Lost Girls | Gilmore Girls: A Year in the Life | Friends with Money | Sam & Cat | Otherhood | Prince of Peoria | Marco Polo | Skater Girl | Over the Moon | Tiny House Nation | Monty Python's Personal Best | Nightmare in Columbia County | The World's Most Amazing Vacation Rentals | Michael Che Matters",Connected | Katherine Ryan: Glitter Room | Ghosts of Sugar Land | Extremis,47,Action/Crime
U014,Drama,Spy Kids: Mission Critical | She-Ra and the Princesses of Power | Puss in Boots | Middle School: The Worst Years of My Life | The I-Land | Free to Play | Conversations with a Killer: The John Wayne Gacy Tapes | Private Life | Once Upon a Time in America | Fistful of Vengeance | The Ballad of Buster Scruggs | The Meyerowitz Stories (New and Selected) | The Baker and the Beauty | No One Gets Out Alive | Shadow and Bone | Mitt | Scaredy Cats | Wild Things | Procession | Bully,Cliffhanger | The Bye Bye Man | Felon | Two Sentence Horror Stories,25,Horror/Thriller
U015,Drama,"Champions | Bo Burnham: Make Happy | Sebastian Maniscalco: What's Wrong with People? | See You Yesterday | Bastille Day | Rory Scovel Tries Stand-Up for the First Time | Archive 81 | Ralphie May: Imperfectly Yours | Dinotrux: Supercharged | Disjointed | Due Date | She's Gotta Have It | King of Peking | Liar, Liar, Vampire | Maria Bamford: Old Baby | Spycraft | Arrow | Hello, Privilege. It's Me, Chelsea | Blood Brothers: Malcolm X & Muhammad Ali | How to Get Away with Murder",The American Meme | Splatter | Sweet Tooth | Chris Rock: Tamborine,33,Horror/Thriller
U016,"Drama, Romance, Mystery","DreamWorks Shrek's Swamp Stories | Dirty John | Sugar Rush | Explained | Ainu Mosir | Sinbad: Nothin' but the Funk | The Other Guys | The Clapper | Marmaduke | Rob Schneider: Asian Momma, Mexican Kids | First and Last | Headspace Guide to Meditation | The Conjuring 2 | El Camino: A Breaking Bad Movie | Pup Academy | The Midnight Sky | Nobody Speak: Trials of the Free Press | Free Rein: Valentine's Day | Inside Job | Age of Samurai: Battle for Japan",Rocko's Modern Life: Static Cling | Desperado | Come Sunday | Sergio,12,Drama/Romance
U017,"Action, Crime, Thriller",Power Players | The Girl with the Dragon Tattoo | Shepherds and Butchers | Julie's Greenroom | Flint Town | Gather | Bennett's War | Highland: Thailand's Marijuana Awakening | Amy Schumer: The Leather Special | Dogs | Forgetting Sarah Marshall | My Unorthodox Life | Road to Perdition | Audrie & Daisy | The Sleepover | Heist | Always Be My Maybe | Operation Christmas Drop | The Queen's Gambit | The Comey Rule,Living with Yourself | Adam Devine: Best Time of Our Lives | American Woman | All in My Family,54,Action/Crime
U018,"Action, Sci-Fi","Bake Squad | Legacies | 21 Bridges | Broken | They'll Love Me When I'm Dead | The Toys That Made Us | World Trade Center | Medal of Honor | Sergio | ReMastered: Who Killed Jam Master Jay? | LEGO Friends: The Power of Friendship | Frankenstein's Monster's Monster, Frankenstein | Stardust | How to Be A Cowboy | Dolemite Is My Name | Salam - The First ****** Nobel Laureate | High on the Hog: How African American Cuisine Transformed America | The Sparks Brothers | Eye for an Eye | Pray Away",Happy Anniversary | Teenage Mutant Ninja Turtles | The Phantom | The Bourne Ultimatum,19,Action/Sci-Fi
U019,Drama,The Long Riders | Ordinary World | AJ and the Queen | Deck the Halls | Lunatics | Tim Allen: Men Are Pigs | In Our Mothers' Gardens | Mystery Science Theater 3000 | Without a Paddle | The Conjuring | I'm with the Band: Nasty Cherry | Sanju | Kung Fu Panda: Secrets of the Scroll | Untold: Caitlyn Jenner | Tom Papa: You're Doing Great! | Dick Johnson Is Dead | The Bubble | You vs. Wild: Out Cold | Comedians in Cars Getting Coffee | Aziz Ansari: Nightclub Comedian,The Guernsey Literary & Potato Peel Pie Society | Oprah + Viola: A Netflix Special Event | 3Below: Tales of Arcadia | The Paper Tigers,54,Drama/Meaningful
U020,Drama,The Other Boleyn Girl | We Speak Dance | The Prom | Chelsea Handler: Uganda Be Kidding Me Live | Nailed It! | High Score | Afterlife of the Party | Jailbirds | NY Prison Break: The Seduction of Joyce Mitchell | Fatal Affair | Zion | Johnny Test | Bridgerton - The Afterparty | Ijé: The Journey | Seis Manos | Amend: The Fight for America | Metallica: Through the Never | Chicago Party Aunt | Windfall | Worn Stories,Def Comedy Jam 25 | True Story | The Great Hack | Ink Master,21,Horror/Thriller
U021,"Action, Sci-Fi",Major Dad | Death of Me | Awakenings | Jeff Dunham: Arguing with Myself | October Faction | Brazen | Code 8 | Colin Quinn: Unconstitutional | The Silence of Others | Lalaloopsy | Happy Endings | Cleaner | Justice: Qalb Al Adala | Atypical | Jeff Dunham: Beside Himself | The Call | The Family | Midnight Mass | Drug Lords | Tig,Rim of the World | Sniper: Ghost Shooter | The Professionals | Chaos,44,Action/Sci-Fi
U022,"Action, Sci-Fi",Bookmarks: Celebrating Black Voices | Joan Rivers: Don't Start with Me | The Polka King | Human: The World Within | Velvet Buzzsaw | Bloodline | Road Trip | Hyperdrive | Enola Holmes | Mixtape | Richard Pryor: Live in Concert | Conversations with a Killer: The Ted Bundy Tapes | Love Hard | Wheelman | The Disaster Artist | A Very Harold & Kumar Christmas | The Life Ahead | Cleo & Cuquin | Clickbait | Fear Street: Part Two - 1978,Homecoming: A Film by Beyoncé | Naomi Osaka | Godzilla | Surviving Death,18,Action/Sci-Fi
U023,"Sci-Fi, Thriller",The Break with Michelle Wolf | 21 | Real Rob | The Blind Side | Sabotage | Welcome to Sudden Death | Sightless | Anon | The Iliza Shlesinger Sketch Show | Whitney Cummings: Can I Touch It? | Saved by the Bell | Apollo 10½:  A Space Age Childhood | Project Mc² | Top Gun | Demetri Martin: Live (At The Time) | Sinbad: Son of a Preacher Man | The Mask of Zorro | Street Food | The Young Messiah | After Maria,Party Monster: Scratching the Surface | The Mirror Has Two Faces | VOIR | Terminator 3: Rise of the Machines,53,Sci-Fi/Thriller
U024,"Drama, Romance, Mystery",The Mr. Peabody & Sherman Show | Did You Hear About the Morgans? | Casino Royale | Anthony Jeselnik: Thoughts and Prayers | Singapore Social | The Hard Way | Good Girls | Unabomber: In His Own Words | Standup and Away! with Brian Regan | Accomplice | Murder Mountain | Twenty Somethings: Austin | The Shack | 13th | The 4400 | Army of the Dead | Lying and Stealing | Terrorism Close Calls | Osmosis Jones | Lead Me Home,Dragons: Rescue Riders: Hunt for the Golden Dragon | Chico Bon Bon: Monkey with a Tool Belt | Jim Gaffigan: Obsessed | The Long Dumb Road,41,Drama/Romance
U025,"Sci-Fi, Thriller",Transformers: War for Cybertron: Kingdom | Te Ata | New Year's Eve | The Get Down | Ezra | Vikings: Valhalla | Patton Oswalt: Talking for Clapping | Best.Worst.Weekend.Ever. | Annabelle: Creation | Patsy & Loretta | A Christmas Prince: The Royal Wedding | Ratchet & Clank | Jessica Darling's It List | Sextuplets | A Champion Heart | Brian Regan: Nunchucks and Flamethrowers | After We Fell | Kung Fu Panda 3 | The Best of Enemies | Premonition,Sommore: Chandelier Status | Tiffany Haddish: She Ready! From the Hood to Hollywood! | Wheels of Fortune | Our Souls at Night,28,Sci-Fi/Thriller
U026,Drama,"Print the Legend | The Forest | Brad Paisley's Comedy Rodeo | Race: Bubba Wallace | Say I Do | John Q | Sister, Sister | The Andy Warhol Diaries | LEGO Marvel Avengers: Climate Conundrum | Operation Varsity Blues: The College Admissions Scandal | Tom Segura: Ball Hog | Point Blank | The Lake House | The Game | #Rucker50 | Making Fun | A Castle for Christmas | Ophelia | Day of the Dead: Bloodline | Counterpunch",Fantastic Fungi | True Memoirs of an International Assassin | American Pie Presents: Girls' Rules | Her,15,Horror/Thriller
U027,"Action, Sci-Fi",Sinbad: Afros and Bellbottoms | Den of Thieves | The Kindness of Strangers | A Tale Dark & Grimm | Quincy | Rambo | Super Monsters Back to School | A StoryBots Christmas | Chronicle of a Disappearance | A Nightmare on Elm Street | Arthur Christmas | Mo Amer: The Vagabond | The Chase | Adrift | Buddy Thunderstruck: The Maybe Pile | We Steal Secrets: The Story of WikiLeaks | Fred Armisen: Standup for Drummers | Scary Movie 4 | TMNT | Ralphie May: Unruly,Into the Badlands | Dancing Queen | House of Cards | Van Helsing,23,Action/Sci-Fi
U028,"Action, Crime, Thriller",Jackass 3.5 | The Politician | Geronimo: An American Legend | John Was Trying to Contact Aliens | #FollowFriday | Gabby's Dollhouse | Residue | Pieces of Her | Nappily Ever After | Dark City Beneath the Beat | Todd Glass: Act Happy | Concrete Cowboy | Richie Rich | Mighty Little Bheem | Not Another Teen Movie | The Ultimatum: Marry or Move On | Sherlock Holmes | Wine Country | Good Witch,A Nightmare on Elm Street | Brother's Shadow | Justice | Tremors: Shrieker Island,30,Action/Crime
U029,Drama,When Harry Met Sally... | Pee-wee's Big Holiday | Zoolander | Amazing Interiors | One in a Billion | The Boss Baby: Get That Baby! | Sweet Magnolias | Mariposa de barrio | The Outsider | Bruised | Brené Brown: The Call to Courage | Chronically Metropolitan | Becoming Champions | Show Dogs | The Last Dance | The Gentlemen | Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking | Hostage House | Bo Burnham: Inside,Tears of the Sun | Ben Platt: Live from Radio City Music Hall | From Within | Saturday Morning All Star Hits!,55,Fantasy/Adventure
U030,Drama,"100 Things to Do Before High School | The General's Daughter | Ram Dass, Going Home | Popples | Breakfast, Lunch & Dinner | Knightfall | Five Came Back | Worth | Neal Brennan: 3 Mics | Pet Stars | The Legend of Korra | Honey Girls | Linewatch | My Love: Six Stories of True Love | The Stand In | Jupiter's Legacy | I Heart Arlo | Ninjago: Masters of Spinjitzu | Judd Apatow: The Return",Vir Das: Losing It | After the Raid | Rhythm + Flow | The Final Destination,39,Fantasy/Adventure
U031,"Action, Sci-Fi",Inside West Coast Customs | Two Distant Strangers | The After Party | Ashley Garcia: Genius in Love | Motown Magic | Surviving Paradise: A Family Tale | Audible | Holidate | Anjelah Johnson: Not Fancy | Bumping Mics with Jeff Ross & Dave Attell | Burning Sands | The Danish Girl | The Night Shift | The Loud House Movie | Final Destination 5 | Apocalypse Now Redux | Icarus | Hard Kill | Attack of the Hollywood Clichés!,Quantico | Tom Segura: Disgraceful | Dangerous Lies | Angela's Christmas Wish,18,Action/Sci-Fi
U032,"Action, Crime, Thriller","Rhyme Time Town | Girl, Interrupted | Chip and Potato | Demonic | Penguin Bloom | You've Got Mail | Close | WHAT / IF | Los Tigres del Norte at Folsom Prison | 72 Dangerous Animals: Asia | Hubie Halloween | I'll Sleep When I'm Dead | Coffee & Kareem | A Bad Moms Christmas | Magic for Humans | Dennis the Menace | Canine Intervention | The American Barbecue Showdown | Theo Von: No Offense",Harvey Street Kids | The Umbrella Academy | The New Adventures of Oggy | Stand by Me,12,Action/Crime
U033,"Comedy, Romance","Amsterdam to Anatolia | Free Willy | The Chair | Roped | Weed the People | tick, tick... BOOM! | Love | Secret Obsession | The Butler | Pac-Man and the Ghostly Adventures | Aileen Wuornos: American Boogeywoman | Haunted | Monster | Jo Koy: In His Elements | Camp Confidential: America's Secret Nazis | Dope | Demetri Martin: The Overthinker | Jackass 2.5 | Nate: A One Man Show",Then Came You | The Woman in the House Across the Street from the Girl in the Window | Trevor Noah: Afraid of the Dark | Why Did You Kill Me?,54,Comedy/Romance
U034,"Comedy, Romance",The Claudia Kishi Club | Carrie Pilby | Birth of the Dragon | Newness | Adventure Beast | Jeff Dunham: Unhinged in Hollywood | To All the Boys: Always and Forever | Human Nature | Late Life: The Chien-Ming Wang Story | Killing Hasselhoff | iCarly | Garfunkel and Oates: Trying to be Special | To and from New York | Hostel: Part III | Amar | Seth Meyers: Lobby Baby | The Kissing Booth 3 | Social Distance | Kevin Hart: Zero F**ks Given,After | Benchwarmers 2: Breaking Balls | Bobby Kennedy for President | Cop Car,33,Comedy/Romance
U035,Drama,The God Committee | Unsolved Mysteries | The Wrong Missy | Gotham | Messiah | Begin Again | Master of None | Special Correspondents | Sisters on Track | Tony Robbins: I Am Not Your Guru | 22-Jul | Ava | Mike Epps: Only One Mike | Coach Snoop | Angry Birds: Summer Madness | Greenhouse Academy | 40 Love | Johnny Test's Ultimate Meatloaf Quest | Bullet Head,Django Unchained | 60 Days In | When We First Met | Ali Wong: Baby Cobra,40,Fantasy/Adventure
U036,Drama,"A Stoning in Fulham County | Arrested Development | Ginny & Georgia | Stranger Things | Kong: King of the Apes | Charlie Says | QB1: Beyond the Lights | Team Kaylie | Get on Up | Loudon Wainwright III: Surviving Twin | Vampires vs. the Bronx | Buried by the Bernards | Dragons: Rescue Riders | Love, Guaranteed | Eurovision Song Contest: The Story of Fire Saga | Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life | Trigger Warning with Killer Mike | Corpse Bride | DC Super Hero Girls",Michael Clayton | The Last Laugh | Brews Brothers | Jinxed,29,Drama/Meaningful
U037,"Action, Sci-Fi",Halloween | Absurd Planet | The Rachel Divide | Jonas Brothers Family Roast | Father of the Year | True: Rainbow Rescue | Trinkets | Tom Papa: Live in New York City | Girlfriend's Day | All American | Medical Police | D.L. Hughley: Clear | VeggieTales in the House | The Texas Chainsaw Massacre | Haters Back Off | Southern Survival | Holiday Home Makeover with Mr. Christmas | In the Shadow of the Moon | Rapture,"LEGO Jurassic World: The Indominus Escape | Colin Quinn: Red State, Blue State | The Ice Road | 7 Yards: The Chris Norton Story",35,Action/Sci-Fi
U038,Drama,"Deaf U | Savages | We Summon the Darkness | Hemlock Grove | Sinister 2 | George Lopez: We'll Do It for Half | Action Pack | Rita Moreno: Just a Girl Who Decided to Go for It | The Old Ways | Unrest | Tim Allen: Rewires America | Bathtubs Over Broadway | Paddleton | Strip Down, Rise Up | The Crystal Calls - Making The Dark Crystal: Age of Resistance | In the Tall Grass | The Standups | Bad Trip | Term Life","I Don't Feel at Home in This World Anymore | The Blacklist | Jeff Dunham's Very Special Christmas Special | Los Briceño, una familia todo terreno",23,Fantasy/Adventure
U039,"Action, Sci-Fi",Minecraft: Story Mode | Time: The Kalief Browder Story | Army of Thieves | The Principles of Pleasure | Soul Surfer | Marriage or Mortgage | The Mystic River | A Princess for Christmas | Closer | The Kominsky Method | Anaconda | Extraction | What the Health | Miranda Sings Live... Your Welcome | Vivo | The Royal Treatment | Free Rein | World of Winx | #realityhigh,Blood Sisters | Adam: His Song Continues | Jim Gaffigan: King Baby | Carmen Sandiego: To Steal or Not to Steal,37,Action/Sci-Fi
U040,Drama,Behind the Scenes With Jane Campion | White Fang | Bonnie and Clyde | All Day and a Night | Babies | Coin Heist | The Discovery | Paprika | All Hail King Julien: Exiled | The Hollywood Masters | Eric Andre: Legalize Everything | Wild Wild Country | A Series of Unfortunate Events | Alien Warfare | Uncut Gems | Damnation | Any Given Sunday | Escape from Mr. Lemoncello's Library | Married at First Sight,Trevor Noah: Son of Patricia | Poms | My Own Man | Girlboss,41,Animation/Family
U041,"Sci-Fi, Thriller","Under the Eiffel Tower | Creep | Blue Miracle | Aquarius | Cooked With Cannabis | Bella and the Bulldogs | Money, Explained | New York Minute | By the Sea | The Last Days of American Crime | Jim Jefferies: Intolerant | Final Account | Zoo | Jerry Before Seinfeld | Schulz Saves America | A Futile and Stupid Gesture | Saving Capitalism | Zach Galifianakis: Live at the Purple Onion | Astronomy Club: The Sketch Show",HAPPY! | Maz Jobrani: Immigrant | Get Me Roger Stone | War Machine,36,Sci-Fi/Thriller
U042,Drama,Best Leftovers Ever! | Rainbow High | Somebody Feed Phil | Arsenio Hall: Smart and Classy | Dave Chappelle: Equanimity & The Bird Revelation | Before I Wake | Tall Girl | Paradise PD | The Cloverfield Paradox | Marlon | Swades | Fyre | Kevin James: Never Don't Give Up | Sniper: Legacy | Hop | Backdraft 2 | Someone Great | Q-Force | Bling Empire,Grown Ups | Weapon of Choice | Dragons: Rescue Riders: Secrets of the Songwing | Contagion,38,Horror/Thriller
U043,"Comedy, Romance",The 100 | Teenage Mutant Ninja Turtles III | Nightbooks | Virunga: Gorillas in Peril | Madam Secretary | The Mystery of Marilyn Monroe: The Unheard Tapes | Never Back Down: Revolt | RBG | What About Dick? | Power Rangers | Designated Survivor | Teenage Mutant Ninja Turtles II: The Secret of the Ooze | I Still Know What You Did Last Summer | Thunder Force | John Leguizamo's Latin History for Morons | The Fix | It Takes a Lunatic | Mind Game | Killing Them Softly,Kevin Hart: Don't F**k This Up | Elena | Norm Macdonald Has a Show | Hotel Transylvania: The Series,19,Comedy/Romance
U044,"Comedy, Romance",Chris D'Elia: Man on Fire | The Darkness | America's Next Top Model | The Boy Who Harnessed the Wind | Project Power | You | Only Mine | Sam Smith: Love Goes – Live at Abbey Road Studios | The Next Karate Kid | Hey Arnold! The Jungle Movie | John Mulaney & The Sack Lunch Bunch | Animal | Long Shot | The King | Dave Chappelle: The Kennedy Center Mark Twain Prize | True: Wonderful Wishes | American Murder: The Family Next Door | The Last Summer | Mucho Mucho Amor: The Legend of Walter Mercado,I Will Follow | Waist Deep | Argo | White Rabbit Project,15,Comedy/Romance
U045,"Comedy, Romance",I'm Thinking of Ending Things | The Gift | 100 Humans: Life's Questions. Answered. | Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry | After We Collided | Abstract: The Art of Design | Horse Girl | El Chema | St. Vincent | Fate: The Winx Saga | The Speed Cubers | Body of Lies | Sam Kinison: Live in Vegas | Santa Clarita Diet | Biggie: I Got a Story to Tell | Polly Pocket | The Pentaverate | Amy Tan: Unintended Memoir | I Care a Lot,Strawberry Shortcake | Marjoun and the Flying Headscarf | Frank & Lola | Halston,18,Comedy/Romance
U046,Drama,Dating Around | Shooter | The Devil's Advocate | Notes from Dunblane: Lessons from a School Shooting | Heavy | Awake: The Million Dollar Game | ReMastered: The Lion's Share | Derren Brown: Sacrifice | Gad Elmaleh: American Dream | Fractured | El Dragón: Return of a Warrior | Fastest Car | For Here or to Go? | To All the Boys: P.S. I Still Love You | Circle | Riot | Cheer | First Sunday | Life Sentence,The Men Who Stare at Goats | The Mars Generation | The One | Monster House,49,Animation/Family
U047,Drama,Passing | Orange Is the New Black | The Professor and the Madman | Sommore: The Reign Continues | The War Against Women | ReMastered: Who Shot the Sheriff | Yasuke | Crime Scene: The Vanishing at the Cecil Hotel | The Last Shaman | Black Beach | No Tomorrow | Todo lo que sería Lucas Lauriente | Fun with Dick and Jane | Carlos Almaraz: Playing with Fire | Falling Inn Love | Paradise Hills | Centaurworld | Selling Tampa | Edgar Rice Burroughs' Tarzan and Jane,"Puerto Ricans in Paris | Destination Wedding | Norm Macdonald: Hitler's Dog, Gossip & Trickery | The Texas Chainsaw Massacre: The Beginning",48,Horror/Thriller
U048,Drama,Cowspiracy: The Sustainability Secret | Arcane | Warrior | The Harder They Fall | Sam Kinison: Family Entertainment Hour | Five Feet Apart | Chelsea Does | MeatEater | Wyatt Cenac: Brooklyn | Extinct | The Black Godfather | LEGO Marvel Super Heroes: Guardians of the Galaxy - The Thanos Threat | Carmen Sandiego | Chelsea | Easy | The Two Popes | The Challenge | Texas Chainsaw Massacre | Last Action Hero,Our Great National Parks | Collateral Beauty | Take Your Pills | Work It,23,Horror/Thriller
U049,Drama,Molly's Game | Jack and Jill | Seinfeld | I Now Pronounce You Chuck & Larry | Chris D'Elia: No Pain | Is It Cake? | Super Monsters Save Christmas | The Irishman: In Conversation | The Princess Switch 3: Romancing the Star | Almost Love | Avatar: The Last Airbender | Montford: The Chickasaw Rancher | Freaks | Titletown High | Jerry Seinfeld: I'm Telling You for the Last Time | Gifted Hands: The Ben Carson Story | Hairspray | Oats Studios | Harold & Kumar Go to White Castle,The Guns of Navarone | Hasan Minhaj: Homecoming King | Miles Davis: Birth of the Cool | Calum von Moger: Unbroken,36,Drama/Meaningful
U050,Drama,Mo Amer: Mohammed in Texas | He Never Died | Michelle Wolf: Joke Show | iZombie | Never Have I Ever | Virgin River | Aziz Ansari: Live at Madison Square Garden | Goosebumps | The App That Stole Christmas | Kiss the Ground | The Legacy of a Whitetail Deer Hunter | The Lost Daughter | Catfight | Pac’s Scary Halloween | Our Father | Rainbow Rangers | 13 Reasons Why | Inside Man: Most Wanted | Larva Island,Historical Roasts | Invader ZIM: Enter the Florpus | Marco Polo: One Hundred Eyes | I Am Sam,51,Fantasy/Adventure
U051,"Action, Crime, Thriller","Brand New Cherry Flavor | The Social Dilemma | Transformers: Prime | S.W.A.T.: Under Siege | The Witcher: Nightmare of the Wolf | Cristina | Westside | Deadly Switch | Sweet Girl | Gnome Alone | Adam Sandler: 100% Fresh | Bob Ross: Happy Accidents, Betrayal & Greed | Silver Linings Playbook | The Most Hated Woman in America | Beats | Four Brothers | Christine | This Is the Life | Grey's Anatomy",David A. Arnold Fat Ballerina | Abducted in Plain Sight | American Factory: A Conversation with the Obamas | A Cinderella Story: Christmas Wish,55,Action/Crime
